255,255,4,0
254,255,6,0
253,255,9,0
252,255,11,0
251,255,14,0
250,255,16,0
249,255,19,0
248,255,21,0
247,255,24,0
246,255,26,0
245,255,29,0
244,255,31,0
243,255,34,0
242,255,36,0
241,255,39,0
240,255,41,0
239,255,44,0
238,255,46,0
237,255,49,0
236,255,51,0
235,255,54,0
234,255,56,0
233,255,59,0
232,255,61,0
231,255,64,0
230,255,66,0
229,255,69,0
228,255,71,0
227,255,74,0
226,255,76,0
225,255,79,0
224,255,81,0
223,255,84,0
222,255,86,0
221,255,89,0
220,255,91,0
219,255,94,0
218,255,96,0
217,255,99,0
216,255,101,0
215,255,104,0
214,255,106,0
213,255,109,0
212,255,111,0
211,255,114,0
210,255,116,0
209,255,119,0
208,255,121,0
207,255,124,0
206,255,126,0
205,255,129,0
204,255,255,0
203,255,2,0
202,255,4,0
201,255,7,0
200,255,9,0
199,255,12,0
198,255,14,0
197,255,17,0
196,255,19,0
195,255,22,0
194,255,24,0
193,255,27,0
192,255,29,0
191,255,32,0
190,255,34,0
189,255,37,0
188,255,39,0
187,255,42,0
186,255,44,0
185,255,47,0
184,255,49,0
183,255,52,0
182,255,54,0
181,255,57,0
180,255,59,0
179,255,62,0
178,255,64,0
177,255,67,0
176,255,69,0
175,255,72,0
174,255,74,0
173,255,77,0
172,255,79,0
171,255,82,0
170,255,84,0
169,255,87,0
168,255,89,0
167,255,92,0
166,255,94,0
165,255,97,0
164,255,99,0
163,255,102,0
162,255,104,0
161,255,107,0
160,255,109,0
159,255,112,0
158,255,114,0
157,255,117,0
156,255,119,0
155,255,122,0
154,255,124,0
153,255,255,0
152,250,255,0
151,245,255,0
150,240,255,0
149,235,255,0
148,230,255,0
147,225,255,0
146,220,255,0
145,215,255,0
144,210,255,0
143,205,255,0
142,200,255,0
141,195,255,0
140,190,255,0
139,185,255,0
138,180,255,0
137,175,255,0
136,170,255,0
135,165,255,0
134,160,255,0
133,155,255,0
132,150,255,0
131,145,255,0
130,140,255,0
129,135,255,0
128,130,255,0
127,125,255,0
126,120,255,0
125,115,255,0
124,110,255,0
123,105,255,0
122,100,255,0
121,95,255,0
120,90,255,0
119,85,255,0
118,80,255,0
117,75,255,0
116,70,255,0
115,65,255,0
114,60,255,0
113,55,255,0
112,50,255,0
111,45,255,0
110,40,255,0
109,35,255,0
108,30,255,0
107,25,255,0
106,20,255,0
105,15,255,0
104,10,255,0
103,5,255,0
102,0,255,0
101,0,255,5
100,0,255,10
99,0,255,15
98,0,255,20
97,0,255,25
96,0,255,30
95,0,255,35
94,0,255,40
93,0,255,45
92,0,255,50
91,0,255,55
90,0,255,60
89,0,255,65
88,0,255,70
87,0,255,75
86,0,255,80
85,0,255,85
84,0,255,90
83,0,255,95
82,0,255,100
81,0,255,105
80,0,255,110
79,0,255,115
78,0,255,120
77,0,255,125
76,0,255,130
75,0,255,135
74,0,255,140
73,0,255,145
72,0,255,150
71,0,255,155
70,0,255,160
69,0,255,165
68,0,255,170
67,0,255,175
66,0,255,180
65,0,255,185
64,0,255,190
63,0,255,195
62,0,255,200
61,0,255,205
60,0,255,210
59,0,255,215
58,0,255,220
57,0,255,225
56,0,255,230
55,0,255,235
54,0,255,240
53,0,255,245
52,0,255,250
51,0,255,255
50,0,250,255
49,0,245,255
48,0,240,255
47,0,235,255
46,0,230,255
45,0,225,255
44,0,220,255
43,0,215,255
42,0,210,255
41,0,205,255
40,0,200,255
39,0,195,255
38,0,190,255
37,0,185,255
36,0,180,255
35,0,175,255
34,0,170,255
33,0,165,255
32,0,160,255
31,0,155,255
30,0,150,255
29,0,145,255
28,0,140,255
27,0,135,255
26,0,130,255
25,0,125,255
24,0,120,255
23,0,115,255
22,0,110,255
21,0,105,255
20,0,100,255
19,0,95,255
18,0,90,255
17,0,85,255
16,0,80,255
15,0,75,255
14,0,70,255
13,0,65,255
12,0,60,255
11,0,55,255
10,0,50,255
9,0,45,255
8,0,40,255
7,0,35,255
6,0,30,255
5,0,25,255
4,0,20,255
3,0,15,255
2,0,10,255
1,0,5,255
0,0,0,255
